종목코드,종목명,시장구분,현재가,등락률,거래량,시가총액
100840,SNT에너지,KOSPI,40600.0,-3.22,137000.0,839639789800.0
101140,인바이오젠,KOSPI,12150.0,-3.72,12334.0,122037224400.0
101530,해태제과식품,KOSPI,6990.0,-1.55,47443.0,203526585780.0
102260,동성케미컬,KOSPI,4065.0,-0.97,41244.0,203968655415.0
102280,쌍방울,KOSPI,2690.0,0.0,0.0,70637274900.0
102460,이연제약,KOSPI,11000.0,1.38,26641.0,204454921000.0
103140,풍산,KOSPI,62000.0,-0.8,125118.0,1737505236000.0
103590,일진전기,KOSPI,30100.0,-0.66,370257.0,1435330239000.0
104700,한국철강,KOSPI,9290.0,-2.11,24658.0,338620500000.0
105560,KB금융,KOSPI,104300.0,1.56,3421277.0,41045014518900.0
105630,한세실업,KOSPI,11100.0,-5.77,254879.0,444000000000.0
105840,우진,KOSPI,9050.0,-3.72,381677.0,182788913500.0
107590,미원홀딩스,KOSPI,75000.0,-0.66,48.0,174000000000.0
108320,LX세미콘,KOSPI,60200.0,0.5,14788.0,979110860000.0
108670,LX하우시스,KOSPI,31700.0,-0.78,24754.0,284275139000.0
108675,LX하우시스우,KOSPI,18200.0,-0.66,972.0,18788406000.0
109070,주성코퍼레이션,KOSPI,923.0,-0.97,145655.0,48743842290.0
111110,호전실업,KOSPI,8760.0,-1.24,55561.0,82133760000.0
111380,동인기연,KOSPI,14700.0,0.41,22228.0,90081600000.0
111770,영원무역,KOSPI,60700.0,0.33,59701.0,2689706107600.0
112610,씨에스윈드,KOSPI,49350.0,1.96,490657.0,2081158738050.0
114090,GKL,KOSPI,14090.0,-0.35,209336.0,871546390300.0
117580,대성에너지,KOSPI,7790.0,0.78,52796.0,214225000000.0
118000,메타케어,KOSPI,343.0,-2.0,460238.0,56518635852.0
119650,KC코트렐,KOSPI,918.0,0.0,0.0,17100277254.0
120030,조선선재,KOSPI,102500.0,2.3,3189.0,128909227500.0
120110,코오롱인더,KOSPI,33450.0,-0.59,70383.0,920513593950.0
120115,코오롱인더우,KOSPI,21450.0,0.47,8862.0,59370597000.0
122900,아이마켓코리아,KOSPI,8080.0,0.25,26079.0,270105027200.0
123690,한국화장품,KOSPI,6920.0,0.73,52676.0,111190560000.0
123700,SJM,KOSPI,3325.0,2.31,72214.0,51886285850.0
123890,한국자산신탁,KOSPI,2475.0,0.81,303873.0,302875466850.0
126560,현대퓨처넷,KOSPI,3250.0,-1.22,85865.0,358159571250.0
126720,수산인더스트리,KOSPI,26050.0,-3.52,90666.0,372150300000.0
128820,대성산업,KOSPI,3565.0,4.55,402784.0,161264479070.0
128940,한미약품,KOSPI,311500.0,1.8,70368.0,3990623696500.0
129260,인터지스,KOSPI,2630.0,-0.19,82092.0,78236908620.0
130660,한전산업,KOSPI,11460.0,-2.39,186467.0,373596000000.0
133820,화인베스틸,KOSPI,886.0,-0.45,254308.0,27311940548.0
134380,미원화학,KOSPI,79300.0,-0.25,92.0,174401952400.0
134790,시디즈,KOSPI,28650.0,-0.35,3615.0,57300000000.0
136490,선진,KOSPI,9540.0,0.1,217240.0,226857422160.0
137310,에스디바이오센서,KOSPI,11660.0,1.57,424562.0,1419594529320.0
138040,메리츠금융지주,KOSPI,111700.0,-2.02,1415996.0,20107616634100.0
138490,코오롱ENP,KOSPI,6680.0,0.75,94303.0,253840000000.0
138930,BNK금융지주,KOSPI,11060.0,-0.54,1289970.0,3521321720140.0
139130,iM금융지주,KOSPI,11170.0,0.54,747537.0,1858607944610.0
139480,이마트,KOSPI,91300.0,0.11,124299.0,2519498274700.0
139990,아주스틸,KOSPI,4010.0,0.75,17603.0,155409210140.0
140910,에이리츠,KOSPI,3130.0,0.0,0.0,13969290160.0
143210,핸즈코퍼레이션,KOSPI,1604.0,1.65,28133.0,35088698188.0
145210,다이나믹디자인,KOSPI,1004.0,-0.69,70035.0,36118673096.0
145270,케이탑리츠,KOSPI,925.0,0.54,97662.0,44456215950.0
145720,덴티움,KOSPI,61800.0,-0.32,29411.0,684053694000.0
145990,삼양사,KOSPI,51000.0,-0.58,20506.0,525985899000.0
145995,삼양사우,KOSPI,32800.0,-1.65,521.0,12138296000.0
152550,한국ANKOR유전,KOSPI,246.0,-0.4,244059.0,17224920000.0
155660,DSR,KOSPI,3880.0,1.04,35917.0,62080000000.0
161000,애경케미칼,KOSPI,11620.0,5.16,13552009.0,565297998580.0
161390,한국타이어앤테크놀로지,KOSPI,38500.0,-0.65,676444.0,4769190156500.0
161890,한국콜마,KOSPI,83000.0,0.0,150371.0,1959221391000.0
163560,동일고무벨트,KOSPI,7220.0,-1.37,24164.0,100358000000.0
170900,동아에스티,KOSPI,48500.0,1.25,28556.0,453603282500.0
175330,JB금융지주,KOSPI,18870.0,-0.58,581892.0,3659043431640.0
178920,PI첨단소재,KOSPI,17640.0,-0.45,75625.0,518021920080.0
180640,한진칼,KOSPI,141300.0,-5.8,366199.0,9433510022700.0
18064K,한진칼우,KOSPI,47300.0,-1.77,164113.0,25389031800.0
181710,NHN,KOSPI,19060.0,-0.42,40962.0,643582304380.0
183190,아세아시멘트,KOSPI,11390.0,-0.78,30089.0,425379710300.0
185750,종근당,KOSPI,86600.0,3.1,73786.0,1195320748000.0
192080,더블유게임즈,KOSPI,50700.0,0.2,43315.0,1089842434200.0
192400,쿠쿠홀딩스,KOSPI,30000.0,-3.23,44270.0,1066865550000.0
192650,드림텍,KOSPI,6120.0,0.0,95474.0,421607050920.0
192820,코스맥스,KOSPI,210000.0,2.69,81796.0,2383396890000.0
194370,제이에스코퍼레이션,KOSPI,11560.0,-2.94,322964.0,323195959680.0
195870,해성디에스,KOSPI,18340.0,-1.87,105083.0,311780000000.0
200880,서연이화,KOSPI,11470.0,-3.29,59766.0,310016172390.0
204210,스타에스엠리츠,KOSPI,2035.0,0.0,0.0,15927568525.0
204320,HL만도,KOSPI,33700.0,-2.32,145359.0,1582454944000.0
207940,삼성바이오로직스,KOSPI,1032000.0,0.58,116149.0,73451568000000.0
210540,디와이파워,KOSPI,12540.0,-0.08,24125.0,138463018320.0
210980,SK디앤디,KOSPI,9650.0,1.58,60223.0,179657736300.0
213500,한솔제지,KOSPI,8650.0,0.12,31758.0,205874982400.0
214320,이노션,KOSPI,18180.0,-0.87,390705.0,727200000000.0
214330,금호에이치티,KOSPI,655.0,-2.96,1400852.0,140113755805.0
214390,경보제약,KOSPI,5490.0,0.55,11937.0,131248661400.0
214420,토니모리,KOSPI,8750.0,0.0,230216.0,210479491250.0
226320,잇츠한불,KOSPI,12160.0,-0.41,22032.0,266660470400.0
227840,현대코퍼레이션홀딩스,KOSPI,12180.0,-0.16,92320.0,110848182480.0
229640,LS에코에너지,KOSPI,32550.0,-1.21,66914.0,996839811450.0
234080,JW생명과학,KOSPI,12190.0,0.25,20516.0,193023213260.0
241560,두산밥캣,KOSPI,47000.0,-0.42,648830.0,4505235055000.0
241590,화승엔터프라이즈,KOSPI,7830.0,-3.57,145617.0,474414031080.0
244920,에이플러스에셋,KOSPI,6020.0,0.67,114168.0,136098311860.0
248070,솔루엠,KOSPI,15340.0,-1.16,173579.0,751745152340.0
248170,샘표식품,KOSPI,26600.0,0.0,8045.0,121516407600.0
249420,일동제약,KOSPI,12580.0,0.64,120538.0,353026262580.0
251270,넷마블,KOSPI,51100.0,0.2,109373.0,4392223952200.0
259960,크래프톤,KOSPI,369000.0,-2.25,400973.0,17681815431000.0
264900,크라운제과,KOSPI,8560.0,-1.61,58457.0,107204156000.0
26490K,크라운제과우,KOSPI,9630.0,-0.62,6584.0,7449382800.0
267250,HD현대,KOSPI,111700.0,2.76,1018844.0,8823527594500.0
267260,HD현대일렉트릭,KOSPI,379000.0,-1.04,207284.0,13661864165000.0
267270,HD현대건설기계,KOSPI,70500.0,-1.4,64721.0,1245156124500.0
267290,경동도시가스,KOSPI,19150.0,0.47,19304.0,112897024900.0
267850,아시아나IDT,KOSPI,11480.0,-1.88,14807.0,127428000000.0
268280,미원에스씨,KOSPI,161900.0,-0.92,1291.0,809500000000.0
271560,오리온,KOSPI,110400.0,-1.08,205856.0,4364788972800.0
271940,일진하이솔루스,KOSPI,13090.0,6.08,63347.0,475339657100.0
271980,제일약품,KOSPI,12890.0,-0.85,238838.0,189545800080.0
272210,한화시스템,KOSPI,45400.0,0.0,9085152.0,8576940260600.0
272450,진에어,KOSPI,9510.0,0.63,82487.0,496422000000.0
272550,삼양패키징,KOSPI,13260.0,-0.23,14534.0,203288675460.0
278470,에이피알,KOSPI,115300.0,0.87,471245.0,4340647791500.0
280360,롯데웰푸드,KOSPI,119200.0,-2.85,17494.0,1109105220800.0
281820,케이씨텍,KOSPI,24350.0,-3.37,286150.0,503809365050.0
282330,BGF리테일,KOSPI,102500.0,-0.49,69788.0,1771600365000.0
284740,쿠쿠홈시스,KOSPI,25700.0,-0.77,42370.0,576639381000.0
285130,SK케미칼,KOSPI,57400.0,4.36,211150.0,990367144200.0
28513K,SK케미칼우,KOSPI,24750.0,2.06,14417.0,52356867750.0
286940,롯데이노베이트,KOSPI,18940.0,0.11,13796.0,286550210980.0
293480,하나제약,KOSPI,11830.0,0.68,15232.0,210253951180.0
293940,신한알파리츠,KOSPI,5660.0,0.0,197774.0,684521096180.0
294870,HDC현대산업개발,KOSPI,23400.0,-3.7,355133.0,1542231522000.0
298000,효성화학,KOSPI,38900.0,0.0,0.0,147501447900.0
298020,효성티앤씨,KOSPI,243000.0,-5.08,25871.0,1051626726000.0
298040,효성중공업,KOSPI,619000.0,-0.48,47477.0,5771895212000.0
298050,HS효성첨단소재,KOSPI,199100.0,-0.7,5281.0,891957646800.0
298690,에어부산,KOSPI,2200.0,0.92,160912.0,256608000000.0
300720,한일시멘트,KOSPI,18390.0,-0.7,66563.0,1273719720600.0
302440,SK바이오사이언스,KOSPI,45100.0,4.4,246899.0,3534448439500.0
306200,세아제강,KOSPI,169000.0,-0.06,7278.0,479334700000.0
307950,현대오토에버,KOSPI,143400.0,-0.42,201368.0,3932599018800.0
308170,씨티알모빌리티,KOSPI,5790.0,0.0,1614.0,49851900000.0
316140,우리금융지주,KOSPI,19270.0,0.1,6892555.0,14309738224270.0
317400,자이에스앤디,KOSPI,3605.0,-1.37,48528.0,139810984600.0
322000,HD현대에너지솔루션,KOSPI,48250.0,18.55,2985173.0,540400000000.0
323410,카카오뱅크,KOSPI,23500.0,-1.67,1465889.0,11209251769500.0
326030,SK바이오팜,KOSPI,93000.0,1.53,466581.0,7283132250000.0
329180,HD현대중공업,KOSPI,405500.0,0.0,184038.0,35997498538000.0
330590,롯데리츠,KOSPI,3720.0,0.54,308142.0,1074964248480.0
334890,이지스밸류리츠,KOSPI,4725.0,0.0,64486.0,243070391025.0
336260,두산퓨얼셀,KOSPI,16820.0,1.02,292405.0,1101604471320.0
33626K,두산퓨얼셀1우,KOSPI,4700.0,0.11,24624.0,62811740000.0
33626L,두산퓨얼셀2우B,KOSPI,8000.0,1.39,5296.0,23890400000.0
336370,솔루스첨단소재,KOSPI,8580.0,4.25,302399.0,602464811520.0
33637K,솔루스첨단소재1우,KOSPI,1716.0,1.72,70512.0,29015442456.0
33637L,솔루스첨단소재2우B,KOSPI,4135.0,0.85,10117.0,15623253960.0
338100,NH프라임리츠,KOSPI,4495.0,-0.22,32269.0,83876700000.0
339770,교촌에프앤비,KOSPI,5160.0,2.38,69325.0,257819812800.0
344820,KCC글라스,KOSPI,30700.0,-0.81,31518.0,490294718400.0
348950,제이알글로벌리츠,KOSPI,2780.0,1.28,667071.0,548705280000.0
350520,이지스레지던스리츠,KOSPI,4235.0,-0.12,26057.0,156128365470.0
352820,하이브,KOSPI,266000.0,-2.21,334461.0,11079457802000.0
353200,대덕전자,KOSPI,14980.0,-1.83,121426.0,740265536500.0
35320K,대덕전자1우,KOSPI,7540.0,0.0,1197.0,15800213260.0
357120,코람코라이프인프라리츠,KOSPI,4390.0,0.0,105476.0,427302204060.0
357250,미래에셋맵스리츠,KOSPI,2730.0,1.49,79141.0,68236636650.0
357430,마스턴프리미어리츠,KOSPI,1464.0,-0.07,33058.0,44659769448.0
361610,SK아이이테크놀로지,KOSPI,21350.0,0.47,119461.0,1522203589200.0
363280,티와이홀딩스,KOSPI,2745.0,0.37,54585.0,138428340660.0
36328K,티와이홀딩스우,KOSPI,3920.0,-0.25,24022.0,4872614880.0
365550,ESR켄달스퀘어리츠,KOSPI,4385.0,0.8,438513.0,934395265000.0
372910,한컴라이프케어,KOSPI,2920.0,-1.02,71035.0,80809265520.0
373220,LG에너지솔루션,KOSPI,286000.0,-0.69,224384.0,66924000000000.0
375500,DL이앤씨,KOSPI,48300.0,-3.4,380111.0,1868901990900.0
37550K,DL이앤씨우,KOSPI,20150.0,-1.71,6945.0,42594782750.0
37550L,DL이앤씨2우(전환),KOSPI,31300.0,-1.88,4480.0,66104066300.0
377190,디앤디플랫폼리츠,KOSPI,3265.0,0.15,34769.0,288626000000.0
377300,카카오페이,KOSPI,37850.0,-3.2,324968.0,5098149088550.0
377740,바이오노트,KOSPI,5100.0,0.39,83301.0,520485844800.0
378850,화승알앤에이,KOSPI,3225.0,-1.38,26004.0,61254434175.0
381970,케이카,KOSPI,15090.0,-0.98,96622.0,727067481570.0
383220,F&F,KOSPI,75500.0,1.34,74003.0,2892184162500.0
383800,LX홀딩스,KOSPI,8250.0,-1.2,469976.0,629315692500.0
38380K,LX홀딩스1우,KOSPI,8910.0,-2.41,7669.0,13055689350.0
395400,SK리츠,KOSPI,4820.0,-0.62,449611.0,1331229890680.0
396690,미래에셋글로벌리츠,KOSPI,2745.0,-0.18,47744.0,108718305300.0
400760,NH올원리츠,KOSPI,3665.0,0.14,143899.0,160409309520.0
402340,SK스퀘어,KOSPI,114800.0,1.41,1231516.0,15215690498400.0
403550,쏘카,KOSPI,13420.0,1.9,6294.0,440738324840.0
404990,신한서부티엔디리츠,KOSPI,3600.0,0.7,48501.0,201441182400.0
415640,KB발해인프라,KOSPI,7760.0,-1.9,97619.0,950953452480.0
417310,코람코더원리츠,KOSPI,5130.0,-0.39,30772.0,207252000000.0
432320,KB스타리츠,KOSPI,4005.0,0.25,48533.0,406164211425.0
443060,HD현대마린솔루션,KOSPI,179800.0,0.06,200426.0,8060291958000.0
446070,유니드비티플러스,KOSPI,4215.0,3.06,47733.0,44726271225.0
448730,삼성FN리츠,KOSPI,4615.0,0.11,38359.0,420195750000.0
450080,에코프로머티,KOSPI,45100.0,-0.88,2445309.0,3153952322400.0
450140,코오롱모빌리티그룹,KOSPI,2145.0,-4.67,478291.0,134657201250.0
45014K,코오롱모빌리티그룹우,KOSPI,3170.0,1.28,15866.0,7785900400.0
451800,한화리츠,KOSPI,3775.0,-0.26,127376.0,677990000000.0
452260,한화갤러리아,KOSPI,1242.0,0.73,5018553.0,240773635620.0
45226K,한화갤러리아우,KOSPI,2305.0,1.54,8922.0,6694803350.0
453340,현대그린푸드,KOSPI,17150.0,0.06,60259.0,568274511000.0
454910,두산로보틱스,KOSPI,47200.0,-1.26,107658.0,3059503056000.0
456040,OCI,KOSPI,55300.0,1.28,29059.0,495072973500.0
457190,이수스페셜티케미컬,KOSPI,40500.0,-3.46,158018.0,1223435340000.0
460850,동국씨엠,KOSPI,6490.0,0.0,34238.0,194042277440.0
460860,동국제강,KOSPI,9150.0,1.22,79472.0,453913355550.0
462520,조선내화,KOSPI,13080.0,-0.23,1757.0,155065597440.0
462870,시프트업,KOSPI,50600.0,-1.36,269702.0,2974355032000.0
465770,STX그린로지스,KOSPI,8440.0,-1.4,60489.0,60523510080.0
475150,SK이터닉스,KOSPI,19500.0,2.63,2210216.0,658203819000.0
475560,더본코리아,KOSPI,25700.0,-0.58,35365.0,378747582000.0
480370,씨케이솔루션,KOSPI,10690.0,-2.82,47498.0,116893664090.0
481850,신한글로벌액티브리츠,KOSPI,1542.0,2.46,91902.0,67042557888.0
483650,달바글로벌,KOSPI,150000.0,9.97,1279342.0,1810449750000.0
484870,엠앤씨솔루션,KOSPI,128900.0,-0.23,33315.0,1179937710000.0
487570,HS효성,KOSPI,58500.0,11.01,499715.0,217966729500.0
489790,한화비전,KOSPI,52100.0,-3.16,743355.0,2630445119000.0
499790,GS피앤엘,KOSPI,30300.0,0.0,282376.0,600874482300.0
950210,프레스티지바이오파마,KOSPI,13250.0,0.68,298559.0,796274053750.0
900140,엘브이엠씨홀딩스,KOSPI,1894.0,2.49,863969.0,365997378208.0
